freq p1h p2h zpidg(0..3) hpidg(0..3) ppidg(0..3) rpidg(0..3) gz_rc gz_wam maxmrate mg
250 101199 101149 [ 0 0 0.005 -1 ] [ 0 0 0.015 -1 ] [ 0.1 0 0.02 -1 ] [ 0.1 0 0.02 -1 ] 0.1 0.65 500 41

time      t_abs     comp      t1       t2       p1          p2          dz       hdg      pitch    roll     cal tz   th   tp   tr   zov         hov         pov         rov         m1  m2  m3  m4  err       
5.800     2116.302  21302     25.656   25.656   101178.875  101145.344  -0.046   17.676   -27.078  -55.110  0   -26  -63  3    12   -0.063      2.024       12.783      -2.731      62  92  93  72  0000000000000000
5.804     2116.306  20886     25.451   25.451   101206.062  101135.211  -0.043   16.943   -27.005  -54.370  0   -27  -63  3    12   -1.253      2.747       2.633       2.938       75  86  74  74  0000000000000000
5.808     2116.310  21146     25.599   25.599   101217.023  101165.266  -0.097   16.931   -27.917  -55.373  0   -27  -64  3    11   0.067       -3.704      7.650       6.651       84  92  86  63  0000000000000000
5.812     2116.314  20156     25.400   25.400   101185.180  101132.289  -0.045   17.797   -25.322  -53.205  0   -27  -64  2    11   -0.064      -3.248      -15.242     -4.418      89  52  68  92  0000000000000000
5.816     2116.318  21770     25.472   25.472   101217.914  101131.211  -0.062   18.742   -26.072  -53.797  0   -27  -64  2    11   0.022       -3.544      6.556       9.438       83  89  77  57  0000000000000000
5.820     2116.322  26718     25.450   25.450   101204.359  101165.000  -0.089   18.806   -26.797  -54.982  0   -26  -64  2    11   1.283       -0.241      6.505       12.524      87  100 75  62  0000000000000000
5.824     2116.326  21302     25.738   25.738   101188.969  101158.758  -0.075   18.700   -27.629  -56.500  0   -26  -63  0    10   -0.017      4.149       -3.073      9.241       91  94  67  81  0000000000000000
5.828     2116.330  20260     25.560   25.560   101206.992  101141.648  -0.080   17.500   -27.428  -55.506  0   -26  -63  -2   10   0.007       4.501       -8.466      1.578       87  79  67  92  0000000000000000
5.832     2116.334  24948     25.507   25.507   101192.523  101145.602  -0.060   15.883   -27.474  -55.340  0   -26  -63  0    12   -0.026      6.061       12.978      15.902      78  100 72  58  0000000000000000
5.836     2116.338  18906     25.466   25.466   101194.305  101148.859  -0.047   15.601   -26.763  -54.867  0   -26  -63  -2   12   -0.016      1.059       -11.079     4.322       94  74  63  87  0000000000000000
5.840     2116.342  18646     25.886   25.886   101174.109  101164.211  -0.010   14.223   -27.649  -55.448  0   -26  -64  -2   12   -0.046      1.420       6.995       9.654       82  99  77  66  0000000000000000
5.844     2116.346  21979     25.482   25.482   101204.883  101141.805  -0.014   13.733   -28.287  -54.974  0   -26  -64  -2   12   0.004       1.836       5.818       4.324       77  93  80  72  0000000000000000
5.848     2116.350  20364     25.463   25.463   101181.234  101131.688  0.044    11.581   -29.938  -55.437  0   -26  -64  -2   12   -0.072      8.070       11.049      9.061       73  100 77  71  0000000000000000
5.852     2116.354  19740     25.605   25.605   101186.844  101142.391  0.075    12.519   -30.208  -54.975  0   -26  -64  -2   10   -0.039      -3.518      4.171       -5.810      76  77  96  80  0000000000000000
5.856     2116.358  19427     25.822   25.822   101196.844  101158.250  0.066    13.809   -32.069  -53.464  0   -26  -65  -2   10   0.011       -8.585      12.314      -1.213      76  83  100 61  0000000000000000
5.860     2116.362  18750     25.660   25.660   101195.852  101166.883  0.051    13.775   -31.932  -54.013  0   -26  -64  -2   10   0.020       3.874       2.309       9.147       85  97  71  74  0000000000000000
5.864     2116.366  18125     25.577   25.577   101191.891  101147.953  0.065    13.587   -30.881  -54.426  0   -26  -64  -3   10   -0.018      0.707       -7.470      8.508       97  83  65  81  0000000000000000
5.868     2116.370  20052     25.527   25.527   101197.156  101137.648  0.079    13.559   -31.420  -55.082  0   -26  -63  -3   8    -0.018      3.854       5.538       -0.413      74  92  86  82  0000000000000000
5.872     2116.374  23124     25.541   25.541   101203.711  101164.984  0.049    13.783   -31.352  -54.807  0   -26  -63  -3   8    0.038       -0.840      2.494       4.909       86  89  81  75  0000000000000000
5.876     2116.378  19635     25.625   25.625   101200.102  101132.641  0.063    14.596   -29.111  -54.698  0   -27  -63  -3   8    -1.268      -3.048      -8.590      5.725       97  74  68  79  0000000000000000
5.880     2116.382  23125     25.503   25.503   101209.055  101151.562  0.037    15.707   -29.163  -55.921  0   -27  -63  -3   8    0.032       -4.167      2.874       12.506      97  95  78  64  0000000000000000
5.884     2116.386  21093     25.485   25.485   101209.453  101133.336  0.032    14.628   -29.099  -57.124  0   -29  -63  -3   8    -2.493      4.046       2.291       12.526      90  100 69  73  0000000000000000
5.888     2116.390  19687     25.623   25.623   101216.680  101152.289  -0.010   14.775   -28.133  -55.943  0   -29  -63  -4   7    0.052       -0.551      -7.420      -4.613      86  70  80  94  0000000000000000
5.892     2116.394  17916     25.658   25.658   101193.477  101144.828  0.007    14.415   -27.700  -55.680  0   -29  -63  -3   7    -0.021      1.349       5.305       4.953       80  93  81  73  0000000000000000
5.896     2116.398  18021     25.471   25.471   101193.250  101152.664  0.015    14.883   -27.581  -57.185  0   -29  -63  -1   7    -0.010      -1.752      12.066      13.947      88  100 85  57  0000000000000000
5.900     2116.402  18333     25.607   25.607   101174.859  101137.445  0.078    13.225   -28.984  -56.779  0   -30  -63  -3   7    -1.329      6.215       -0.390      4.347       82  94  73  86  0000000000000000
5.904     2116.406  17812     25.641   25.641   101197.188  101148.117  0.080    12.808   -29.442  -58.412  0   -30  -63  -4   7    -0.003      1.565       -0.162      14.708      100 100 73  76  0000000000000000
5.908     2116.410  18958     25.581   25.581   101209.742  101139.852  0.065    13.144   -30.081  -58.024  0   -30  -63  -4   7    0.019       -1.260      5.804       4.558       89  98  91  77  0000000000000000
5.912     2116.414  18385     25.708   25.708   101191.945  101152.664  0.074    12.874   -32.051  -57.644  0   -31  -62  -4   8    -1.260      4.761       12.654      9.666       81  100 87  71  0000000000000000
5.916     2116.418  18021     25.611   25.611   101191.469  101150.406  0.085    12.472   -31.707  -56.985  0   -30  -62  -4   9    1.236       1.508       1.052       8.305       95  100 80  81  0000000000000000
5.920     2116.422  21666     25.532   25.532   101194.141  101154.672  0.086    12.505   -31.302  -55.762  0   -30  -62  -4   9    -0.001      -0.122      0.704       0.362       85  86  85  84  0000000000000000
5.924     2116.426  22968     25.452   25.452   101201.773  101152.453  0.073    12.786   -31.096  -56.832  0   -30  -62  -4   10   0.016       -1.053      1.679       17.033      100 100 73  67  0000000000000000
5.928     2116.430  20156     25.472   25.472   101193.359  101146.164  0.086    12.564   -31.086  -57.805  0   -30  -62  -5   10   -0.016      0.829       -2.440      11.644      100 99  74  81  0000000000000000
5.932     2116.434  22917     25.599   25.599   101183.461  101156.789  0.106    12.484   -30.592  -56.852  0   -29  -62  -5   10   1.224       0.302       0.088       1.918       89  90  86  86  0000000000000000
5.936     2116.438  20677     25.469   25.469   101200.367  101134.711  0.116    14.320   -30.057  -56.553  0   -28  -61  -5   9    1.238       -3.133      -0.171      0.060       90  83  90  84  0000000000000000
5.940     2116.442  25156     25.557   25.557   101213.984  101156.242  0.072    13.574   -30.160  -56.857  0   -26  -60  -5   9    2.554       6.545       3.032       8.109       87  100 77  84  0000000000000000
5.944     2116.446  20520     25.481   25.481   101188.961  101140.211  0.101    11.349   -28.940  -56.003  0   -26  -60  -5   9    -0.035      8.345       -3.703      2.228       81  90  69  93  0000000000000000
5.948     2116.450  18281     25.492   25.492   101197.062  101148.484  0.102    12.889   -27.574  -55.627  0   -26  -60  -5   9    -0.001      -5.775      -4.574      4.584       96  76  78  76  0000000000000000
5.952     2116.454  22813     25.741   25.741   101212.484  101151.453  0.067    11.882   -27.540  -57.925  0   -26  -60  -5   7    0.043       3.774       2.080       7.980       89  100 77  80  0000000000000000
5.956     2116.458  19896     25.619   25.619   101205.570  101147.367  0.053    12.507   -26.969  -58.064  0   -26  -60  -5   7    0.018       -2.341      -0.655      7.203       97  91  81  78  0000000000000000
5.960     2116.462  21927     25.450   25.450   101209.945  101116.711  0.065    12.808   -26.539  -58.082  0   -26  -60  -5   5    -0.015      -1.129      0.005       -3.601      84  81  91  89  0000000000000000
5.964     2116.466  17969     25.455   25.455   101197.203  101140.898  0.075    13.774   -26.216  -58.020  0   -26  -61  -5   5    -0.013      -7.374      0.503       5.989       99  85  88  72  0000000000000000
5.968     2116.470  20156     25.622   25.622   101194.148  101161.719  0.069    14.090   -27.719  -57.688  0   -26  -61  -4   6    0.008       -1.185      14.886      9.713       82  100 93  60  0000000000000000
