freq p1h p2h zpidg(0..3) hpidg(0..3) ppidg(0..3) rpidg(0..3) gz_rc gz_wam maxmrate mg
250 101199 101149 [ 0 0 0.005 -1 ] [ 0 0 0.015 -1 ] [ 0.1 0 0.02 -1 ] [ 0.1 0 0.02 -1 ] 0.1 0.65 500 41

time      t_abs     comp      t1       t2       p1          p2          dz       hdg      pitch    roll     cal tz   th   tp   tr   zov         hov         pov         rov         m1  m2  m3  m4  err       
1.124     2111.626  17812     25.366   25.366   101200.312  101148.977  -0.114   7.938    6.929    -48.931  0   -10  -24  -3   0    -0.003      -0.545      -0.914      17.047      81  78  45  46  0000000000000000
1.128     2111.630  19896     25.768   25.768   101198.602  101153.844  -0.114   8.216    7.734    -48.893  0   -10  -23  -2   1    -0.000      2.707       0.001       9.799       70  75  50  55  0000000000000000
1.132     2111.634  20000     25.441   25.441   101196.336  101143.438  -0.098   8.116    7.492    -47.426  0   -10  -22  -1   1    -0.021      4.127       5.360       -2.491      49  68  64  62  0000000000000000
1.136     2111.638  19739     25.669   25.669   101194.422  101147.023  -0.082   9.638    8.777    -48.155  0   -9   -22  0    1    1.230       -5.709      -2.303      8.560       79  63  58  51  0000000000000000
1.140     2111.642  19427     25.640   25.640   101194.266  101140.984  -0.060   9.327    9.667    -48.340  0   -8   -21  -2   1    1.222       4.917       -15.613     5.861       80  58  37  78  0000000000000000
1.144     2111.646  26614     25.726   25.726   101196.641  101132.711  -0.034   9.557    9.287    -47.662  0   -8   -21  -2   1    -0.032      -0.861      0.767       1.472       63  63  61  58  0000000000000000
1.148     2111.650  20937     25.562   25.562   101202.414  101156.828  -0.048   11.757   8.819    -49.151  0   -9   -22  -2   1    -1.232      -12.002     1.261       12.461      85  63  63  36  0000000000000000
1.152     2111.654  20260     25.614   25.614   101197.680  101150.531  -0.045   10.948   7.624    -49.410  0   -9   -24  -2   1    -0.004      -4.464      5.011       6.336       69  70  66  47  0000000000000000
1.156     2111.658  21145     25.496   25.496   101195.930  101154.523  -0.043   10.741   7.021    -49.239  0   -9   -24  -2   2    -0.003      0.775       2.111       9.268       69  75  55  52  0000000000000000
1.160     2111.662  20260     25.413   25.413   101195.531  101150.547  -0.035   9.663    6.055    -49.530  0   -9   -23  -2   2    -0.009      7.793       4.028       6.609       58  81  53  60  0000000000000000
1.164     2111.666  20156     25.672   25.672   101177.539  101160.930  -0.002   9.630    6.411    -47.394  0   -9   -23  -2   2    -0.041      0.123       -2.624      -5.740      57  52  63  69  0000000000000000
1.168     2111.670  23125     25.596   25.596   101207.297  101148.570  -0.019   9.126    6.152    -46.799  0   -9   -23  -2   3    0.021       1.889       0.481       7.005       64  69  51  54  0000000000000000
1.172     2111.674  18490     25.559   25.559   101204.141  101147.312  -0.026   10.616   5.600    -47.861  0   -9   -21  -2   3    0.010       1.911       2.003       10.397      67  75  51  50  0000000000000000
1.176     2111.678  19427     25.614   25.614   101191.086  101133.781  0.008    9.885    5.297    -48.607  0   -10  -21  -2   3    -1.294      2.743       0.782       8.888       66  73  50  54  0000000000000000
1.180     2111.682  23124     25.467   25.467   101184.914  101151.070  0.035    8.695    5.233    -48.317  0   -10  -19  -2   4    -0.034      11.961      -0.402      8.785       59  82  40  65  0000000000000000
1.184     2111.686  23229     25.455   25.455   101192.664  101141.750  0.056    8.364    4.782    -47.801  0   -11  -20  -2   4    -1.275      -2.509      1.577       2.596       63  61  61  53  0000000000000000
1.188     2111.690  22240     25.438   25.438   101203.523  101157.961  0.034    8.657    5.283    -49.699  0   -13  -20  -2   4    -2.473      -1.097      -3.236      14.862      80  71  44  48  0000000000000000
1.192     2111.694  20104     25.513   25.513   101204.391  101142.250  0.030    7.885    4.774    -48.912  0   -14  -20  -3   4    -1.244      2.895       -3.231      1.358       63  62  53  66  0000000000000000
1.196     2111.698  19479     25.707   25.707   101194.672  101151.852  0.035    7.554    4.956    -49.443  0   -15  -20  -3   4    -1.256      1.242       -1.704      7.995       70  69  51  56  0000000000000000
1.200     2111.702  20000     25.627   25.627   101195.664  101136.633  0.054    7.160    4.274    -52.300  0   -16  -20  -3   3    -1.275      1.476       2.682       14.818      76  84  52  49  0000000000000000
1.204     2111.706  19895     25.523   25.523   101205.438  101148.508  0.040    7.897    4.875    -50.092  0   -15  -20  -3   3    1.268       -2.764      -3.791      -5.732      66  53  70  72  0000000000000000
1.208     2111.710  23594     25.722   25.722   101210.328  101152.516  0.011    6.526    5.061    -49.140  0   -15  -20  -3   1    0.036       5.142       -1.735      -9.748      49  56  65  79  0000000000000000
1.212     2111.714  17760     25.773   25.773   101197.969  101160.094  0.001    6.690    5.910    -49.347  0   -15  -20  -3   0    0.013       -0.617      -5.137      0.972       70  58  57  66  0000000000000000
1.216     2111.718  19531     25.670   25.670   101189.898  101146.633  0.022    8.497    5.135    -48.955  0   -16  -20  -3   0    -1.277      -6.775      3.060       2.937       68  60  68  48  0000000000000000
1.220     2111.722  20260     25.679   25.679   101196.094  101146.359  0.031    9.279    4.368    -51.371  0   -15  -20  -3   0    1.239       -2.934      3.097       17.213      84  84  55  43  0000000000000000
1.224     2111.726  22812     25.617   25.617   101198.633  101136.586  0.045    10.003   5.869    -53.725  0   -15  -20  -2   0    -0.017      -2.712      -3.289      17.147      92  80  51  53  0000000000000000
1.228     2111.730  19896     25.591   25.591   101196.148  101144.102  0.055    10.476   4.226    -54.719  0   -15  -21  -3   0    -0.013      -5.524      2.489       10.442      84  78  68  52  0000000000000000
1.232     2111.734  24479     25.670   25.670   101210.797  101145.617  0.032    10.862   4.302    -55.078  0   -15  -22  -3   -1   0.028       -5.200      -1.111      2.202       80  67  73  65  0000000000000000
1.236     2111.738  21250     25.623   25.623   101201.727  101137.156  0.039    12.168   3.667    -54.452  0   -15  -21  -4   0    -0.008      -1.148      -2.591      7.314       81  74  61  64  0000000000000000
1.240     2111.742  19739     25.668   25.668   101197.742  101139.367  0.051    12.164   5.239    -55.544  0   -15  -20  -4   -1   -0.015      3.768       -8.782      5.916       83  73  54  79  0000000000000000
1.244     2111.746  26354     25.745   25.745   101195.039  101138.602  0.069    13.166   5.299    -54.904  0   -16  -20  -4   -1   -1.273      -3.759      -1.228      2.191       77  67  70  65  0000000000000000
1.248     2111.750  20052     25.486   25.486   101199.148  101148.930  0.067    11.634   5.158    -54.518  0   -15  -21  -3   -1   1.253       1.994       4.885       3.418       68  82  71  65  0000000000000000
1.252     2111.754  24947     25.545   25.545   101204.609  101152.156  0.049    9.544    5.152    -53.383  0   -15  -21  -3   -1   0.022       7.839       -0.783      -0.437      61  75  60  78  0000000000000000
1.256     2111.758  21093     25.580   25.580   101192.977  101149.898  0.059    8.616    4.951    -53.684  0   -15  -22  -3   -1   -0.012      -0.273      0.211       6.776       76  76  63  62  0000000000000000
1.260     2111.762  21458     25.725   25.725   101200.227  101155.023  0.048    10.266   5.321    -53.479  0   -15  -22  -3   -1   0.014       -6.184      -2.682      4.223       82  64  68  61  0000000000000000
1.264     2111.766  18021     25.549   25.549   101199.758  101167.289  0.024    11.432   6.209    -54.570  0   -14  -22  -4   -1   1.280       -4.374      -10.463     10.810      98  68  55  67  0000000000000000
1.268     2111.770  21771     25.513   25.513   101196.086  101147.617  0.031    12.146   6.867    -57.144  0   -14  -24  -4   -1   -0.009      -10.178     -4.376      18.485      100 80  63  51  0000000000000000
1.272     2111.774  19479     25.587   25.587   101203.977  101143.141  0.026    12.504   7.642    -55.690  0   -14  -24  -4   -1   0.006       -1.342      -5.039      -1.802      77  65  71  78  0000000000000000
1.276     2111.778  17656     25.691   25.691   101212.312  101158.156  -0.012   11.968   6.834    -56.684  0   -14  -25  -4   -1   0.048       -1.741      2.958       10.538      84  86  69  59  0000000000000000
1.280     2111.782  20156     25.693   25.693   101206.781  101155.484  -0.035   11.141   6.072    -55.871  0   -13  -25  -3   0    1.278       3.105       7.903       6.521       70  92  73  63  0000000000000000
1.284     2111.786  19687     25.601   25.601   101197.336  101161.836  -0.044   11.678   6.783    -56.100  0   -13  -25  -1   0    0.012       -2.016      5.664       6.756       77  84  74  59  0000000000000000
1.288     2111.790  18333     25.676   25.676   101210.180  101132.055  -0.047   13.127   7.773    -56.365  0   -13  -26  -1   1    0.003       -9.185      -5.823      12.061      100 71  66  59  0000000000000000
1.292     2111.794  19635     25.567   25.567   101209.727  101143.727  -0.061   10.286   6.462    -57.184  0   -13  -26  -1   2    0.018       10.655      5.807       15.015      74  100 56  65  0000000000000000
1.296     2111.798  21198     25.567   25.567   101188.727  101159.641  -0.049   10.585   8.201    -56.965  0   -13  -26  -1   1    -0.015      -1.120      -9.615      -0.302      86  64  67  84  0000000000000000
1.300     2111.802  19844     25.711   25.711   101195.680  101147.602  -0.038   11.423   8.951    -58.009  0   -13  -26  0    1    -0.013      -3.145      0.355       11.121      92  86  70  63  0000000000000000
1.304     2111.806  23750     25.479   25.479   101206.211  101167.555  -0.072   10.953   8.951    -58.727  0   -14  -26  0    1    -1.207      1.764       -0.896      9.563       87  89  66  71  0000000000000000
1.308     2111.810  19010     25.568   25.568   101189.234  101148.047  -0.048   11.561   9.649    -59.132  0   -14  -25  -1   0    -0.031      1.471       -9.553      2.941       92  75  67  89  0000000000000000
1.312     2111.814  50781     25.717   25.717   101209.148  101138.891  -0.055   11.031   8.802    -60.617  0   -14  -25  -3   1    0.010       1.985       -6.949      18.588      100 98  57  74  0000000000000000
1.316     2111.818  26875     25.457   25.457   101202.070  101152.648  -0.064   11.588   8.144    -60.235  0   -14  -24  -3   1    0.010       1.664       2.176       4.210       83  91  79  78  0000000000000000
1.320     2111.822  24479     25.520   25.520   101203.586  101134.242  -0.054   12.881   9.088    -61.643  0   -14  -24  -2   1    -0.012      -4.850      -0.827      13.305      100 95  78  70  0000000000000000
1.324     2111.826  21093     25.511   25.511   101206.188  101153.109  -0.071   12.159   8.931    -63.852  0   -14  -24  -2   1    0.022       2.707       -0.309      17.531      100 100 73  79  0000000000000000
1.328     2111.830  26198     25.562   25.562   101194.555  101133.852  -0.042   13.893   7.015    -62.798  0   -15  -25  -2   0    -1.287      -10.250     8.680       -3.991      86  83  100 74  0000000000000000
1.332     2111.834  19167     25.453   25.453   101200.461  101134.883  -0.027   14.684   6.991    -64.386  0   -15  -25  -2   0    -0.018      -2.966      -0.781      14.377      100 100 83  78  0000000000000000
1.336     2111.838  23802     25.474   25.474   101209.312  101147.156  -0.045   14.717   6.623    -63.762  0   -15  -25  -2   0    0.023       -0.124      0.977       3.259       95  97  91  89  0000000000000000
1.340     2111.842  21146     25.788   25.788   101205.859  101153.133  -0.062   15.892   7.366    -62.398  0   -15  -24  -1   2    0.021       -0.658      0.451       9.619       99  98  80  78  0000000000000000
1.344     2111.846  18646     25.591   25.591   101209.953  101141.492  -0.074   16.521   5.626    -63.225  0   -15  -24  -1   2    0.015       -2.357      8.035       10.657      96  100 91  70  0000000000000000
1.348     2111.850  22343     25.764   25.764   101178.133  101147.898  -0.026   16.644   4.389    -63.601  0   -15  -24  -1   1    -0.060      -0.462      5.650       3.341       90  100 95  82  0000000000000000
1.352     2111.854  20989     25.546   25.546   101199.867  101155.656  -0.034   14.976   3.503    -65.331  0   -16  -24  -1   0    -1.240      6.254       3.979       10.180      97  100 84  89  0000000000000000
1.356     2111.858  22239     25.616   25.616   101190.859  101141.156  -0.006   14.292   2.466    -67.434  0   -16  -24  -1   0    -0.034      2.566       4.835       17.261      100 100 91  87  0000000000000000
1.360     2111.862  20781     25.711   25.711   101210.133  101141.938  -0.021   13.688   3.985    -66.935  0   -15  -24  -1   0    1.268       2.263       -8.090      4.197       100 100 91  100 0000000000000000
1.364     2111.866  21302     25.625   25.625   101195.359  101168.797  -0.035   13.081   4.123    -67.509  0   -15  -24  -1   0    0.017       2.278       -1.207      9.621       100 100 94  100 0000000000000000
1.368     2111.870  20572     25.578   25.578   101203.883  101155.578  -0.051   13.736   3.093    -69.165  0   -15  -25  -1   0    0.020       -6.206      4.741       15.199      100 100 100 89  0000000000000000
1.372     2111.874  22135     25.613   25.613   101210.539  101153.594  -0.078   14.199   3.058    -68.315  0   -15  -25  -1   -1   0.034       -1.736      -0.228      -2.520      100 100 100 100 0000000000000000
1.376     2111.878  22760     25.828   25.828   101190.109  101155.266  -0.063   14.003   3.373    -68.934  0   -15  -25  -1   -1   -0.018      0.734       -2.013      9.888       100 100 100 100 0000000000000000
1.380     2111.882  20260     25.374   25.374   101203.195  101159.664  -0.081   13.304   3.910    -68.731  0   -15  -25  -1   -1   0.023       2.623       -3.178      5.756       100 100 100 100 0000000000000000
1.384     2111.886  18125     25.586   25.586   101205.922  101138.672  -0.080   13.405   4.368    -69.633  0   -15  -25  -2   -2   -0.001      -0.382      -7.926      6.276       100 100 100 100 0000000000000000
1.388     2111.890  21979     25.778   25.778   101199.445  101150.039  -0.079   14.120   5.782    -70.330  0   -15  -25  -2   -3   -0.002      -2.679      -7.845      5.218       100 100 100 100 0000000000000000
1.392     2111.894  22812     25.496   25.496   101192.086  101136.922  -0.048   12.162   6.343    -70.359  0   -15  -25  -2   -3   -0.039      7.344       -3.642      6.879       100 100 100 100 0000000000000000
1.396     2111.898  19531     25.410   25.410   101190.688  101131.102  -0.008   12.772   6.617    -69.881  0   -15  -25  -2   -4   -0.049      -2.287      -2.234      -0.801      100 100 100 100 0000000000000000
1.400     2111.902  18386     25.525   25.525   101196.938  101146.953  -0.001   13.288   5.356    -70.533  0   -15  -25  -2   -4   -0.009      -1.936      5.571       9.912       100 100 100 100 0000000000000000
1.404     2111.906  18698     25.579   25.579   101208.250  101151.672  -0.023   13.743   6.550    -71.068  0   -13  -24  -2   -4   2.527       2.044       -6.825      9.386       100 100 100 100 0000000000000000
1.408     2111.910  20729     25.655   25.655   101187.617  101157.367  -0.007   15.246   6.960    -73.334  0   -13  -24  -2   -3   -0.019      -5.638      -2.947      23.360      100 100 100 100 0000000000000000
1.412     2111.914  20729     25.633   25.633   101220.625  101158.758  -0.063   16.313   7.784    -74.323  0   -13  -24  -2   -4   0.069       -4.000      -5.095      6.977       100 100 100 100 0000000000000000
1.416     2111.918  21510     25.681   25.681   101208.125  101131.117  -0.059   18.780   6.669    -73.966  0   -11  -23  -3   -4   2.495       -5.503      -0.394      5.211       100 100 100 100 0000000000000000
1.420     2111.922  26979     25.730   25.730   101190.805  101165.391  -0.058   18.056   6.015    -75.117  0   -11  -22  -3   -4   -0.002      6.465       2.367       12.867      100 100 100 100 0000000000000000
1.424     2111.926  19895     25.483   25.483   101205.188  101158.617  -0.079   19.640   4.909    -75.998  0   -12  -21  -2   -4   -1.224      -2.190      9.844       11.605      100 100 100 100 0000000000000000
1.428     2111.930  18073     25.686   25.686   101176.164  101152.953  -0.033   18.690   6.583    -75.520  0   -12  -22  -2   -4   -0.058      -0.187      -9.230      4.763       100 100 100 100 0000000000000000
1.432     2111.934  20312     25.630   25.630   101182.523  101147.281  0.005    19.688   8.101    -74.556  0   -12  -22  -2   -4   -0.047      -3.741      -8.601      2.234       100 100 100 100 0000000000000000
1.436     2111.938  18385     25.514   25.514   101180.781  101157.016  0.034    19.137   7.530    -74.569  0   -11  -23  -2   -4   1.214       -1.683      1.902       7.122       100 100 100 100 0000000000000000
1.440     2111.942  18906     25.635   25.635   101195.258  101148.445  0.042    19.432   8.398    -73.068  0   -11  -22  -2   -5   -0.009      2.643       -5.380      -5.697      100 100 100 100 0000000000000000
1.444     2111.946  18073     25.566   25.566   101210.109  101149.164  0.017    20.812   8.424    -72.778  0   -11  -22  -2   -5   0.031       -5.176      -1.173      5.326       100 100 100 100 0000000000000000
1.448     2111.950  21302     25.549   25.549   101217.578  101151.695  -0.025   19.854   7.922    -74.118  0   -12  -22  -2   -5   -1.197      3.594       1.520       13.616      100 100 100 100 0000000000000000
1.452     2111.954  18281     25.609   25.609   101188.016  101150.180  -0.002   19.494   8.376    -75.007  0   -12  -22  -2   -6   -0.029      1.349       -3.308      6.341       100 100 100 100 0000000000000000
1.456     2111.958  18021     25.503   25.503   101193.203  101142.750  0.017    19.627   7.871    -73.828  0   -11  -21  -2   -6   1.226       3.253       1.535       0.889       100 100 100 100 0000000000000000
1.460     2111.962  20417     25.741   25.741   101188.109  101144.773  0.044    18.973   7.113    -73.456  0   -12  -21  -2   -5   -1.284      2.451       2.880       9.989       100 100 100 100 0000000000000000
1.464     2111.966  17968     25.737   25.737   101208.766  101159.281  0.011    17.850   7.559    -74.109  0   -12  -21  -2   -5   0.042       4.211       -3.186      10.172      100 100 100 100 0000000000000000
1.468     2111.970  23229     25.636   25.636   101204.461  101153.742  -0.006   17.683   8.666    -75.309  0   -12  -20  -2   -4   0.021       4.378       -6.600      18.134      100 100 100 100 0000000000000000
1.472     2111.974  19688     25.666   25.666   101222.773  101141.586  -0.046   17.752   9.943    -73.856  0   -12  -20  -2   -4   0.051       -0.261      -7.579      -0.281      100 100 100 100 0000000000000000
1.476     2111.978  19895     25.672   25.672   101190.664  101135.539  -0.012   17.271   9.121    -72.981  0   -12  -21  -2   -5   -0.043      -1.945      2.996       -2.574      100 100 100 100 0000000000000000
1.480     2111.982  22239     25.650   25.650   101207.914  101145.367  -0.026   17.438   9.266    -74.090  0   -12  -21  -2   -5   0.017       -0.625      -1.854      12.451      100 100 100 100 0000000000000000
1.484     2111.986  18645     25.730   25.730   101205.930  101150.422  -0.040   18.742   7.890    -74.778  0   -12  -21  -1   -5   0.018       -4.889      10.992      10.417      100 100 100 100 0000000000000000
1.488     2111.990  18229     25.687   25.687   101213.516  101149.273  -0.069   17.824   8.800    -75.229  0   -12  -21  -1   -4   0.036       3.441       -5.531      14.379      100 100 100 100 0000000000000000
1.492     2111.994  19427     25.448   25.448   101203.148  101148.914  -0.075   17.169   9.894    -74.547  0   -13  -21  -1   -5   -1.243      2.457       -6.557      -1.453      100 100 100 100 0000000000000000
1.496     2111.998  25885     25.680   25.680   101209.633  101157.141  -0.103   15.677   10.764   -73.866  0   -13  -21  -1   -4   0.035       5.592       -5.526      8.579       100 100 100 100 0000000000000000
1.500     2112.002  19896     25.810   25.810   101187.609  101137.641  -0.062   14.710   9.334    -76.226  0   -13  -21  -1   -4   -0.051      3.627       6.115       19.024      100 100 100 100 0000000000000000
1.504     2112.006  21146     25.462   25.462   101204.641  101136.945  -0.058   13.240   9.191    -76.460  0   -13  -21  -1   -3   -0.006      5.514       -0.303      13.517      100 100 100 100 0000000000000000
1.508     2112.010  19427     25.578   25.578   101176.945  101142.875  -0.002   13.515   7.730    -73.870  0   -13  -22  -1   -1   -0.069      -4.782      6.431       4.336       100 100 100 100 0000000000000000
1.512     2112.014  19531     25.725   25.725   101192.508  101138.359  0.024    15.279   7.288    -72.574  0   -13  -22  -1   -1   -0.032      -6.613      1.380       0.677       100 100 100 100 0000000000000000
1.516     2112.018  19479     25.574   25.574   101188.188  101145.664  0.049    15.194   9.245    -73.482  0   -13  -22  -1   -1   -0.032      0.317       -10.808     11.788      100 100 100 100 0000000000000000
1.520     2112.022  26562     25.508   25.508   101201.992  101153.625  0.036    14.478   9.179    -73.642  0   -13  -22  -2   -1   0.016       2.685       -5.784      8.065       100 100 100 100 0000000000000000
1.524     2112.026  20885     25.571   25.571   101192.953  101133.070  0.066    15.518   7.628    -75.248  0   -13  -22  -2   -1   -0.037      -3.899      6.788       15.453      100 100 100 100 0000000000000000
1.528     2112.030  21667     25.732   25.732   101207.852  101134.977  0.061    14.874   6.864    -74.427  0   -13  -21  -2   -1   0.006       6.162       2.934       3.239       100 100 100 100 0000000000000000
1.532     2112.034  21302     25.488   25.488   101212.172  101156.164  0.023    15.249   6.836    -75.560  0   -13  -22  -2   -1   0.047       -5.155      -0.743      13.120      100 100 100 100 0000000000000000
1.536     2112.038  19583     25.704   25.704   101195.188  101164.117  0.013    13.963   7.406    -75.271  0   -12  -22  -2   -1   1.262       4.823       -3.789      5.984       100 100 100 100 0000000000000000
1.540     2112.042  19792     25.581   25.581   101215.789  101144.789  -0.017   13.321   8.725    -76.380  0   -12  -21  -2   0    0.038       6.156       -7.667      18.181      100 100 100 100 0000000000000000
1.544     2112.046  18021     25.586   25.586   101197.789  101167.797  -0.035   12.910   6.989    -78.407  0   -12  -22  -4   0    0.022       -2.209      -2.422      17.975      100 100 100 100 0000000000000000
1.548     2112.050  20260     25.541   25.541   101196.914  101164.578  -0.046   14.973   5.716    -79.625  0   -12  -22  -4   1    0.014       -7.733      5.396       19.153      100 100 100 100 0000000000000000
1.552     2112.054  20104     25.870   25.870   101160.875  101141.938  0.043    14.791   4.513    -80.239  0   -11  -22  -4   0    1.138       0.680       5.164       6.093       100 100 100 100 0000000000000000
1.556     2112.058  19583     25.500   25.500   101201.781  101128.539  0.059    15.364   4.647    -80.060  0   -12  -22  -4   0    -1.270      -2.148      -1.534      7.113       100 100 100 100 0000000000000000
1.560     2112.062  21458     25.511   25.511   101192.062  101140.984  0.081    14.202   4.150    -81.818  0   -12  -22  -5   0    -0.027      4.357       -3.429      16.970      100 100 100 100 0000000000000000
1.564     2112.066  18177     25.480   25.480   101202.062  101153.023  0.067    15.077   6.611    -82.973  0   -12  -21  -5   -1   0.017       0.467       -13.467     8.973       100 100 100 100 0000000000000000
1.568     2112.070  19948     25.692   25.692   101208.188  101152.219  0.042    13.338   7.741    -83.038  0   -12  -21  -6   -1   0.031       6.522       -12.027     8.531       100 100 100 100 0000000000000000
1.572     2112.074  18073     25.710   25.710   101199.469  101154.312  0.034    12.715   7.873    -84.099  0   -12  -21  -6   -1   0.010       2.337       -2.047      13.612      100 100 100 100 0000000000000000
1.576     2112.078  19635     25.572   25.572   101191.312  101151.797  0.045    13.010   7.989    -84.131  0   -11  -21  -5   -1   1.235       -1.106      3.124       8.476       100 100 100 100 0000000000000000
1.580     2112.082  21249     25.571   25.571   101177.344  101145.047  0.094    14.225   6.838    -83.839  0   -11  -20  -4   -1   -0.060      -0.806      9.670       6.821       100 100 100 100 0000000000000000
1.584     2112.086  21458     25.627   25.627   101185.344  101150.438  0.117    14.916   8.622    -83.685  0   -12  -20  -3   -1   -1.279      -2.592      -5.082      7.499       100 100 100 100 0000000000000000
1.588     2112.090  20156     25.509   25.509   101181.172  101153.234  0.145    15.267   8.300    -83.414  0   -12  -20  -3   -1   -0.035      -1.316      0.481       6.886       100 100 100 100 0000000000000000
1.592     2112.094  17969     25.636   25.636   101188.453  101137.680  0.175    16.685   7.238    -84.449  0   -12  -21  -3   -2   -0.037      -9.067      4.284       8.421       100 100 100 100 0000000000000000
1.596     2112.098  19427     25.819   25.819   101200.625  101148.867  0.165    16.057   7.377    -84.799  0   -12  -22  -2   -2   0.012       -1.392      3.366       10.027      100 100 100 100 0000000000000000
1.600     2112.102  21979     25.554   25.554   101213.906  101146.984  0.130    14.937   7.167    -83.548  0   -12  -24  -2   -2   0.044       -3.302      0.135       1.900       100 100 100 100 0000000000000000
1.604     2112.106  21146     25.582   25.582   101212.883  101138.469  0.108    15.340   6.772    -83.927  0   -12  -24  -2   -2   0.027       -1.510      1.097       10.091      100 100 100 100 0000000000000000
1.608     2112.110  21770     25.674   25.674   101190.305  101168.938  0.100    16.562   5.877    -83.523  0   -12  -24  -2   -2   0.010       -4.584      3.686       6.130       100 100 100 100 0000000000000000
1.612     2112.114  17813     25.545   25.545   101183.461  101142.711  0.136    16.665   7.192    -84.165  0   -12  -25  -2   -2   -0.045      -4.134      -7.493      11.426      100 100 100 100 0000000000000000
1.616     2112.118  19479     25.514   25.514   101199.383  101160.180  0.118    16.254   8.874    -84.154  0   -12  -25  -2   -2   0.023       1.539       -9.497      8.163       100 100 100 100 0000000000000000
1.620     2112.122  21718     25.534   25.534   101205.641  101144.008  0.105    17.315   8.616    -83.540  0   -12  -25  -2   -1   0.016       -3.978      0.226       10.186      100 100 100 100 0000000000000000
1.624     2112.126  19375     25.627   25.627   101188.969  101166.289  0.103    17.698   8.521    -85.595  0   -13  -25  -2   -1   -1.247      -1.435      -0.577      18.732      100 100 100 100 0000000000000000
1.628     2112.130  20156     25.370   25.370   101201.023  101143.102  0.102    18.403   10.041   -85.662  0   -13  -25  -2   -1   0.002       -2.645      -8.800      8.805       100 100 100 100 0000000000000000
1.632     2112.134  19427     25.569   25.569   101200.359  101147.055  0.098    20.117   9.557    -85.172  0   -13  -25  -2   -1   0.005       -6.426      1.262       5.966       100 100 100 100 0000000000000000
1.636     2112.138  19375     25.653   25.653   101201.609  101143.891  0.094    20.770   10.308   -83.243  0   -13  -26  -2   -2   0.004       -6.199      -4.988      -6.522      100 100 100 100 0000000000000000
1.640     2112.142  21718     25.631   25.631   101217.133  101153.164  0.049    20.686   8.957    -83.302  0   -13  -26  -2   -3   0.057       0.316       5.664       3.326       100 100 100 100 0000000000000000
1.644     2112.146  19479     25.775   25.775   101194.992  101144.188  0.061    21.587   10.955   -83.306  0   -13  -26  -2   -3   -0.015      -3.381      -11.289     8.048       100 100 100 100 0000000000000000
1.648     2112.150  22395     25.587   25.587   101199.023  101151.164  0.056    22.339   12.490   -82.007  0   -13  -26  -2   -3   0.006       -2.820      -9.122      1.408       100 100 100 100 0000000000000000
1.652     2112.154  18334     25.633   25.633   101187.281  101162.344  0.064    22.600   17.208   -81.548  0   -14  -26  -2   -3   -1.259      -0.977      -25.513     5.558       100 100 100 100 0000000000000000
1.656     2112.158  19740     25.572   25.572   101223.766  101164.117  -0.007   22.437   16.487   -81.478  0   -14  -26  -3   -2   0.088       0.611       -3.340      12.600      100 100 100 100 0000000000000000
1.660     2112.162  21354     25.562   25.562   101198.414  101150.445  -0.007   21.003   14.264   -83.059  0   -14  -24  -3   -3   -0.000      12.878      9.387       10.913      100 100 100 100 0000000000000000
1.664     2112.166  21510     25.654   25.654   101194.008  101147.406  0.006    20.391   12.994   -83.098  0   -14  -24  -2   -3   -0.016      2.295       9.848       8.205       100 100 100 100 0000000000000000
1.668     2112.170  19687     25.748   25.748   101205.219  101155.797  -0.015   22.779   14.493   -85.384  0   -13  -24  -4   -3   1.276       -8.957      -19.340     19.668      100 100 100 100 0000000000000000
1.672     2112.174  24584     25.514   25.514   101170.641  101135.664  0.060    19.966   14.277   -86.441  0   -13  -25  -4   -3   -0.094      6.799       -0.752      13.629      100 100 100 100 0000000000000000
1.676     2112.178  21250     25.611   25.611   101213.477  101154.625  0.022    20.297   15.734   -85.951  0   -13  -24  -4   -3   0.048       2.511       -9.255      5.842       100 100 100 100 0000000000000000
1.680     2112.182  18542     25.577   25.577   101203.258  101131.102  0.033    22.027   16.624   -84.486  0   -13  -24  -4   -4   -0.013      -6.490      -6.516      -4.277      100 100 100 100 0000000000000000
1.684     2112.186  17864     25.774   25.774   101203.562  101156.617  0.014    23.129   15.579   -85.013  0   -13  -24  -5   -4   0.024       -4.132      -1.832      10.737      100 100 100 100 0000000000000000
1.688     2112.190  18125     25.549   25.549   101198.539  101152.875  0.010    23.262   14.553   -84.864  0   -13  -24  -5   -4   0.005       -0.499      3.178       7.341       100 100 100 100 0000000000000000
1.692     2112.194  19375     25.650   25.650   101205.172  101153.836  -0.008   22.097   11.747   -84.353  0   -14  -24  -5   -4   -1.227      4.368       12.353      5.482       100 100 100 100 0000000000000000
1.696     2112.198  22604     25.626   25.626   101194.805  101160.031  -0.012   21.843   11.874   -85.645  0   -14  -25  -5   -4   0.004       -2.795      -2.323      14.626      100 100 100 100 0000000000000000
1.700     2112.202  20000     25.604   25.604   101199.133  101154.320  -0.017   20.989   10.521   -86.811  0   -15  -26  -5   -4   -1.243      -0.548      5.212       14.109      100 100 100 100 0000000000000000
1.704     2112.206  17916     25.622   25.622   101198.016  101149.156  -0.014   20.667   10.625   -86.457  0   -15  -26  -5   -4   -0.004      1.207       -2.080      6.476       100 100 100 100 0000000000000000
